OrdNo,equipment_description,Carrier_Name,Created_Date,Route,LTDeliv
VE603969672022,TRONTON_LOSSBAK,PJK,2022-07-04,JAWA TENGAH-JAWA TENGAH,0
VE605459852022,TRONTON_LOSSBAK,PJK,2022-07-21,JAWA TENGAH-JAWA TENGAH,0
VE612519712022,TRONTON_WB,CTN,2022-10-17,SUMATERA UTARA-SUMATERA UTARA,3
VE611981692022,TRONTON_WB,CTN,2022-10-10,SUMATERA UTARA-SUMATERA UTARA,1
VE607196532022,TRONTON_WB,CTN,2022-08-11,SUMATERA UTARA-SUMATERA UTARA,4
VE611156182022,TRONTON_WB,CTN,2022-09-28,SUMATERA UTARA-SUMATERA UTARA,2
VE610695702022,TRONTON_WB,CTN,2022-09-22,SUMATERA UTARA-SUMATERA UTARA,4
VE611156192022,TRONTON_WB,CTN,2022-09-28,SUMATERA UTARA-SUMATERA UTARA,5
VE612519642022,TRONTON_WB,CTN,2022-10-17,SUMATERA UTARA-SUMATERA UTARA,2
VE610592442022,TRONTON_WB,CTN,2022-09-21,SUMATERA UTARA-SUMATERA UTARA,1
VE610592452022,TRONTON_WB,CTN,2022-09-21,SUMATERA UTARA-SUMATERA UTARA,1
VE612519762022,TRONTON_WB,CTN,2022-10-17,SUMATERA UTARA-SUMATERA UTARA,3
VE611066772022,TRONTON_WB,CTN,2022-09-27,SUMATERA UTARA-SUMATERA UTARA,2
VE610970822022,TRONTON_WB,CTN,2022-09-26,SUMATERA UTARA-SUMATERA UTARA,2
VE605172632022,TRONTON_WB,CTN,2022-07-18,SUMATERA UTARA-SUMATERA UTARA,2
VE607900642022,TRONTON_WB,CTN,2022-08-19,SUMATERA UTARA-SUMATERA UTARA,3
VE608552162022,TRONTON_WB,CTN,2022-08-29,SUMATERA UTARA-SUMATERA UTARA,0
VE607364172022,TRONTON_WB,CTN,2022-08-12,SUMATERA UTARA-SUMATERA UTARA,2
VE609394312022,TRONTON_WB,CTN,2022-09-07,SUMATERA UTARA-SUMATERA UTARA,4
VE611981712022,TRONTON_WB,CTN,2022-10-10,SUMATERA UTARA-SUMATERA UTARA,1
VE611981702022,TRONTON_WB,CTN,2022-10-10,SUMATERA UTARA-SUMATERA UTARA,3
VE607363752022,TRONTON_WB,AST,2022-08-12,SUMATERA UTARA-SUMATERA UTARA,5
VE608920052022,TRONTON_WB,CTN,2022-09-01,SUMATERA UTARA-SUMATERA UTARA,4
VE612112732022,TRONTON_WB,CTN,2022-10-11,SUMATERA UTARA-SUMATERA UTARA,0
VE611066712022,TRONTON_WB,CTN,2022-09-27,SUMATERA UTARA-SUMATERA UTARA,2
VE611981682022,TRONTON_WB,CTN,2022-10-10,SUMATERA UTARA-SUMATERA UTARA,0
VE610742572022,TRONTON_WB,CTN,2022-09-22,SUMATERA UTARA-SUMATERA UTARA,0
VE612028652022,TRONTON_WB,PTT,2022-10-10,JAWA BARAT-JAWA TENGAH,1
VE606154662022,TRAILER_CONTAINER20,RJT,2022-07-29,JAWA TENGAH-JAWA TENGAH,4
VE606154652022,TRAILER_CONTAINER20,RJT,2022-07-29,JAWA TENGAH-JAWA TENGAH,4
VE604307092022,TRAILER_CONTAINER20,RJT,2022-07-07,JAWA TENGAH-JAWA TENGAH,6
VE604307082022,TRAILER_CONTAINER20,RJT,2022-07-07,JAWA TENGAH-JAWA TENGAH,6
VE606844842022,TRAILER_CONTAINER20,RJT,2022-08-06,JAWA TENGAH-JAWA TENGAH,3
VE607212242022,TRAILER_CONTAINER20,MSM,2022-08-11,JAWA TENGAH-JAWA TENGAH,5
VE607212202022,TRAILER_CONTAINER20,MSM,2022-08-11,JAWA TENGAH-JAWA TENGAH,5
VE607312662022,TRAILER_CONTAINER20,RJT,2022-08-12,JAWA TENGAH-JAWA TENGAH,2
VE609168042022,TRAILER_CONTAINER20,RJT,2022-09-05,JAWA TENGAH-JAWA TENGAH,2
VE610208092022,TRAILER_CONTAINER20,RJT,2022-09-16,JAWA TENGAH-JAWA TENGAH,4
VE609498342022,TRAILER_CONTAINER20,RJT,2022-09-08,JAWA TENGAH-JAWA TENGAH,12
VE609498332022,TRAILER_CONTAINER20,RJT,2022-09-08,JAWA TENGAH-JAWA TENGAH,12
VE609498302022,TRAILER_CONTAINER20,RJT,2022-09-08,JAWA TENGAH-JAWA TENGAH,12
VE607737362022,TRAILER_CONTAINER20,MSM,2022-08-18,JAWA TENGAH-JAWA TENGAH,5
VE607856392022,TRAILER_CONTAINER20,MSM,2022-08-19,JAWA TENGAH-JAWA TENGAH,4
VE607737332022,TRAILER_CONTAINER20,MSM,2022-08-18,JAWA TENGAH-JAWA TENGAH,5
VE607856402022,TRAILER_CONTAINER20,MSM,2022-08-19,JAWA TENGAH-JAWA TENGAH,4
VE607856382022,TRAILER_CONTAINER20,MSM,2022-08-19,JAWA TENGAH-JAWA TENGAH,4
VE609998512022,TRAILER_CONTAINER20,PCP,2022-09-14,JAWA TENGAH-JAWA TENGAH,7
VE609998492022,TRAILER_CONTAINER20,PCP,2022-09-14,JAWA TENGAH-JAWA TENGAH,7
VE609998502022,TRAILER_CONTAINER20,PCP,2022-09-14,JAWA TENGAH-JAWA TENGAH,7
VE610208032022,TRAILER_CONTAINER20,MSM,2022-09-16,JAWA TENGAH-JAWA TENGAH,5
VE608649332022,TRAILER_CONTAINER20,PKA,2022-08-30,JAWA TENGAH-JAWA TENGAH,2
VE608649322022,TRAILER_CONTAINER20,PKA,2022-08-30,JAWA TENGAH-JAWA TENGAH,2
VE609998482022,TRAILER_CONTAINER20,PCP,2022-09-14,JAWA TENGAH-JAWA TENGAH,0
VE609998472022,TRAILER_CONTAINER20,PCP,2022-09-14,JAWA TENGAH-JAWA TENGAH,0
VE608799002022,TRAILER_CONTAINER20,PCP,2022-08-31,JAWA TENGAH-JAWA TENGAH,1
VE608798992022,TRAILER_CONTAINER20,PCP,2022-08-31,JAWA TENGAH-JAWA TENGAH,1
VE612227372022,TRONTON_WB,PTT,2022-10-12,JABODETABEK-JAWA TENGAH,0
VE608236282022,TRONTON_WB,DTT,2022-08-24,JAWA TIMUR-JAWA TIMUR,0
VE601833622022,TRONTON_WB,PST,2022-06-09,JAWA TIMUR-JAWA TENGAH,0
VE599202012022,TRAILER_CONTAINER40,RJT,2022-05-10,JAWA TENGAH-JAWA TENGAH,7
VE599202032022,TRAILER_CONTAINER40,RJT,2022-05-10,JAWA TENGAH-JAWA TENGAH,7
VE599202022022,TRAILER_CONTAINER40,RJT,2022-05-10,JAWA TENGAH-JAWA TENGAH,7
VE599202002022,TRAILER_CONTAINER40,RJT,2022-05-10,JAWA TENGAH-JAWA TENGAH,7
VE605048482022,TRONTON_WB,DTT,2022-07-15,JAWA TIMUR-JAWA TIMUR,4
VE611350392022,TRAILER_CONTAINER20,PJM,2022-09-30,JABODETABEK-BANTEN,0
VE611350382022,TRAILER_CONTAINER20,PJM,2022-09-30,JABODETABEK-BANTEN,0
VE605959222022,TRAILER_CONTAINER40,SKB,2022-07-27,JABODETABEK-BANTEN,0
VE605959402022,TRAILER_CONTAINER40,SKB,2022-07-27,JABODETABEK-BANTEN,0
VE605959302022,TRAILER_CONTAINER40,SKB,2022-07-27,JABODETABEK-BANTEN,0
VE608552422022,TRAILER_CONTAINER40,PTL,2022-08-29,JABODETABEK-JAWA BARAT,0
VE608552412022,TRAILER_CONTAINER40,PTL,2022-08-29,JABODETABEK-JAWA BARAT,0
VE608552402022,TRAILER_CONTAINER40,PTL,2022-08-29,JABODETABEK-JAWA BARAT,0
VE608552392022,TRAILER_CONTAINER40,PTL,2022-08-29,JABODETABEK-JAWA BARAT,0
VE608552362022,TRAILER_CONTAINER40,PTL,2022-08-29,JABODETABEK-JAWA BARAT,0
VE603469012022,TRAILER_CONTAINER20,SKB,2022-06-28,JABODETABEK-JAWA BARAT,9
VE606996392022,TRAILER_CONTAINER20,FTJ,2022-08-09,JABODETABEK-JAWA BARAT,0
VE606750172022,TRAILER_CONTAINER40,KTN,2022-08-05,JABODETABEK-JAWA BARAT,0
VE606750202022,TRAILER_CONTAINER40,KTN,2022-08-05,JABODETABEK-JAWA BARAT,0
VE605587552022,TRAILER_CONTAINER20,JI,2022-07-22,JABODETABEK-JAWA BARAT,2
VE606996332022,TRAILER_CONTAINER20,KTN,2022-08-09,JABODETABEK-JAWA BARAT,0
VE606166692022,TRAILER_CONTAINER20,FTJ,2022-07-29,JABODETABEK-JAWA BARAT,0
VE606869492022,TRAILER_CONTAINER40,PJM,2022-08-08,JABODETABEK-JAWA BARAT,0
VE605811362022,TRAILER_CONTAINER20,FTJ,2022-07-26,JABODETABEK-JAWA BARAT,0
VE606762462022,TRAILER_CONTAINER20,SKB,2022-08-05,JABODETABEK-JAWA BARAT,2
VE606866402022,TRAILER_CONTAINER20,FTJ,2022-08-08,JABODETABEK-JAWA BARAT,0
VE606866372022,TRAILER_CONTAINER20,FTJ,2022-08-08,JABODETABEK-JAWA BARAT,0
VE606866322022,TRAILER_CONTAINER20,FTJ,2022-08-08,JABODETABEK-JAWA BARAT,0
VE603468382022,TRAILER_CONTAINER20,SKB,2022-06-28,JABODETABEK-JAWA BARAT,9
VE605141982022,TRAILER_CONTAINER20,JI,2022-07-18,JABODETABEK-JAWA BARAT,7
VE605963432022,TRAILER_CONTAINER40,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605812862022,TRAILER_CONTAINER20,FTJ,2022-07-26,JABODETABEK-JAWA BARAT,0
VE605961452022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE606574902022,TRAILER_CONTAINER40,SKB,2022-08-03,JABODETABEK-JAWA BARAT,0
VE606396952022,TRAILER_CONTAINER20,SKB,2022-08-02,JABODETABEK-JAWA BARAT,0
VE605792492022,TRAILER_CONTAINER40,SKB,2022-07-26,JABODETABEK-JAWA BARAT,0
VE605140662022,TRAILER_CONTAINER20,SKB,2022-07-18,JABODETABEK-JAWA BARAT,1
VE603459002022,TRAILER_CONTAINER20,SKB,2022-06-28,JABODETABEK-JAWA BARAT,0
VE606575122022,TRAILER_CONTAINER20,SKB,2022-08-03,JABODETABEK-JAWA BARAT,0
VE605963602022,TRAILER_CONTAINER40,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605989652022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605962852022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605810142022,TRAILER_CONTAINER20,FTJ,2022-07-26,JABODETABEK-JAWA BARAT,0
VE605943942022,TRAILER_CONTAINER20,FTJ,2022-07-27,JABODETABEK-JAWA BARAT,0
VE603468882022,TRAILER_CONTAINER20,SKB,2022-06-28,JABODETABEK-JAWA BARAT,9
VE605988992022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605962692022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605695162022,TRAILER_CONTAINER20,SKB,2022-07-25,JABODETABEK-JAWA BARAT,0
VE605695192022,TRAILER_CONTAINER40,SKB,2022-07-25,JABODETABEK-JAWA BARAT,0
VE605823072022,TRAILER_CONTAINER20,JI,2022-07-26,JABODETABEK-JAWA BARAT,0
VE605822432022,TRAILER_CONTAINER20,JI,2022-07-26,JABODETABEK-JAWA BARAT,0
VE605989782022,TRAILER_CONTAINER40,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE606274222022,TRAILER_CONTAINER20,JI,2022-08-01,JABODETABEK-JAWA BARAT,0
VE606274182022,TRAILER_CONTAINER20,JI,2022-08-01,JABODETABEK-JAWA BARAT,0
VE606274172022,TRAILER_CONTAINER20,JI,2022-08-01,JABODETABEK-JAWA BARAT,0
VE606274212022,TRAILER_CONTAINER20,JI,2022-08-01,JABODETABEK-JAWA BARAT,0
VE606274152022,TRAILER_CONTAINER20,JI,2022-08-01,JABODETABEK-JAWA BARAT,0
VE605963312022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605792482022,TRAILER_CONTAINER40,SKB,2022-07-26,JABODETABEK-JAWA BARAT,0
VE606646542022,TRAILER_CONTAINER40,PJM,2022-08-04,JABODETABEK-JAWA BARAT,0
VE605990162022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE606192502022,TRAILER_CONTAINER40,AHJ,2022-07-29,JABODETABEK-JAWA BARAT,2
VE606192322022,TRAILER_CONTAINER40,AHJ,2022-07-29,JABODETABEK-JAWA BARAT,2
VE606191582022,TRAILER_CONTAINER40,AHJ,2022-07-29,JABODETABEK-JAWA BARAT,2
VE605720962022,TRAILER_CONTAINER40,JMI,2022-07-25,JABODETABEK-JAWA BARAT,0
VE605990122022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605961742022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605734252022,TRAILER_CONTAINER20,AHJ,2022-07-25,JABODETABEK-JAWA BARAT,0
VE605734242022,TRAILER_CONTAINER20,AHJ,2022-07-25,JABODETABEK-JAWA BARAT,0
VE606646862022,TRAILER_CONTAINER40,PJM,2022-08-04,JABODETABEK-JAWA BARAT,0
VE606646012022,TRAILER_CONTAINER40,PJM,2022-08-04,JABODETABEK-JAWA BARAT,0
VE605961612022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE605844052022,TRAILER_CONTAINER40,PJM,2022-07-26,JABODETABEK-JAWA BARAT,5
VE605844242022,TRAILER_CONTAINER40,PJM,2022-07-26,JABODETABEK-JAWA BARAT,5
VE605939512022,TRAILER_CONTAINER20,SKB,2022-07-27,JABODETABEK-JAWA BARAT,0
VE606575842022,TRAILER_CONTAINER40,SKB,2022-08-03,JABODETABEK-JAWA BARAT,0
VE606575762022,TRAILER_CONTAINER20,SKB,2022-08-03,JABODETABEK-JAWA BARAT,0
VE606270992022,TRAILER_CONTAINER20,PJM,2022-08-01,JABODETABEK-JAWA BARAT,0
VE605939682022,TRAILER_CONTAINER40,PJM,2022-07-27,JABODETABEK-JAWA BARAT,0
VE606574532022,TRAILER_CONTAINER40,SKB,2022-08-03,JABODETABEK-JAWA BARAT,0
VE609628702022,TRAILER_CONTAINER40,SKB,2022-09-09,JABODETABEK-BANTEN,3
VE607430342022,TRAILER_CONTAINER20,KTN,2022-08-15,JABODETABEK-BANTEN,0
VE608445282022,TRAILER_CONTAINER20,KTN,2022-08-26,JABODETABEK-BANTEN,0
VE605954942022,TRAILER_CONTAINER40,SKB,2022-07-27,JABODETABEK-JABODETABEK,0
VE611869562022,TRAILER_CONTAINER20,PJM,2022-10-07,JABODETABEK-JAWA BARAT,0
VE607481792022,TRAILER_CONTAINER20,JI,2022-08-16,JABODETABEK-JAWA BARAT,0
VE608919062022,TRAILER_CONTAINER20,JI,2022-09-01,JABODETABEK-JAWA BARAT,0
VE608899782022,TRAILER_CONTAINER20,JI,2022-09-01,JABODETABEK-JAWA BARAT,0
VE608115182022,TRAILER_CONTAINER20,SKB,2022-08-23,JABODETABEK-JAWA BARAT,0
VE607482172022,TRAILER_CONTAINER40,SKB,2022-08-16,JABODETABEK-JAWA BARAT,0
VE607866822022,TRAILER_CONTAINER20,KTN,2022-08-19,JABODETABEK-JAWA BARAT,0
VE607866792022,TRAILER_CONTAINER20,KTN,2022-08-19,JABODETABEK-JAWA BARAT,0
VE608077672022,TRAILER_CONTAINER40,KTN,2022-08-23,JABODETABEK-JAWA BARAT,0
VE607866442022,TRAILER_CONTAINER20,KTN,2022-08-19,JABODETABEK-JAWA BARAT,0
VE608077632022,TRAILER_CONTAINER40,KTN,2022-08-23,JABODETABEK-JAWA BARAT,0
VE608246742022,TRAILER_CONTAINER40,PTL,2022-08-24,JABODETABEK-JAWA BARAT,0
VE608004132022,TRAILER_CONTAINER40,KTN,2022-08-22,JABODETABEK-JAWA BARAT,0
VE608077622022,TRAILER_CONTAINER40,KTN,2022-08-23,JABODETABEK-JAWA BARAT,0
VE607122722022,TRAILER_CONTAINER40,SKB,2022-08-10,JABODETABEK-JAWA BARAT,0
VE607866642022,TRAILER_CONTAINER20,KTN,2022-08-19,JABODETABEK-JAWA BARAT,0
VE607866502022,TRAILER_CONTAINER20,KTN,2022-08-19,JABODETABEK-JAWA BARAT,0
VE607482192022,TRAILER_CONTAINER40,SKB,2022-08-16,JABODETABEK-JAWA BARAT,0
VE607857202022,TRAILER_CONTAINER20,KTN,2022-08-19,JABODETABEK-JAWA BARAT,0
VE610007042022,TRAILER_CONTAINER20,FTJ,2022-09-14,JABODETABEK-JAWA BARAT,0
VE608003992022,TRAILER_CONTAINER40,KTN,2022-08-22,JABODETABEK-JAWA BARAT,0
VE607970872022,TRAILER_CONTAINER20,JI,2022-08-22,JABODETABEK-JAWA BARAT,0
VE607482162022,TRAILER_CONTAINER40,SKB,2022-08-16,JABODETABEK-JAWA BARAT,0
VE607866412022,TRAILER_CONTAINER20,KTN,2022-08-19,JABODETABEK-JAWA BARAT,0
VE607857172022,TRAILER_CONTAINER20,KTN,2022-08-19,JABODETABEK-JAWA BARAT,0
VE607970752022,TRAILER_CONTAINER20,JI,2022-08-22,JABODETABEK-JAWA BARAT,0
VE607970822022,TRAILER_CONTAINER20,JI,2022-08-22,JABODETABEK-JAWA BARAT,0
VE609047212022,TRAILER_CONTAINER20,PJM,2022-09-02,JABODETABEK-JAWA BARAT,0
VE607970662022,TRAILER_CONTAINER20,JI,2022-08-22,JABODETABEK-JAWA BARAT,0
VE607970642022,TRAILER_CONTAINER20,JI,2022-08-22,JABODETABEK-JAWA BARAT,0
VE607971432022,TRAILER_CONTAINER20,PJM,2022-08-22,JABODETABEK-JAWA BARAT,0
VE607971422022,TRAILER_CONTAINER20,PJM,2022-08-22,JABODETABEK-JAWA BARAT,0
VE607125572022,TRAILER_CONTAINER20,SKB,2022-08-10,JABODETABEK-JAWA BARAT,0
VE608889682022,TRAILER_CONTAINER40,PJM,2022-09-01,JABODETABEK-JAWA BARAT,0
VE607971412022,TRAILER_CONTAINER20,PJM,2022-08-22,JABODETABEK-JAWA BARAT,0
VE607525702022,TRAILER_CONTAINER20,KTN,2022-08-16,JABODETABEK-JAWA BARAT,1
VE607525242022,TRAILER_CONTAINER20,KTN,2022-08-16,JABODETABEK-JAWA BARAT,1
VE608889672022,TRAILER_CONTAINER40,PJM,2022-09-01,JABODETABEK-JAWA BARAT,0
VE607205262022,TRAILER_CONTAINER20,ACS,2022-08-11,JABODETABEK-JAWA BARAT,0
VE611869442022,TRAILER_CONTAINER20,PJM,2022-10-07,JABODETABEK-JAWA BARAT,0
VE611752142022,TRAILER_CONTAINER40,PJM,2022-10-06,JABODETABEK-JAWA BARAT,1
VE611752022022,TRAILER_CONTAINER20,PJM,2022-10-06,JABODETABEK-JAWA BARAT,1
VE611752032022,TRAILER_CONTAINER20,PJM,2022-10-06,JABODETABEK-JAWA BARAT,1
VE607971512022,TRAILER_CONTAINER40,PJM,2022-08-22,JABODETABEK-JAWA BARAT,0
VE611752042022,TRAILER_CONTAINER20,PJM,2022-10-06,JABODETABEK-JAWA BARAT,1
VE609124522022,TRAILER_CONTAINER20,PTL,2022-09-05,JABODETABEK-JAWA BARAT,0
VE607975322022,TRAILER_CONTAINER20,PJM,2022-08-22,JABODETABEK-JAWA BARAT,0
VE607975272022,TRAILER_CONTAINER20,PJM,2022-08-22,JABODETABEK-JAWA BARAT,0
VE608899982022,TRAILER_CONTAINER20,JI,2022-09-01,JABODETABEK-JAWA BARAT,0
VE611752122022,TRAILER_CONTAINER40,SKB,2022-10-06,JABODETABEK-JAWA BARAT,1
VE611752112022,TRAILER_CONTAINER40,SKB,2022-10-06,JABODETABEK-JAWA BARAT,1
VE611752152022,TRAILER_CONTAINER20,SKB,2022-10-06,JABODETABEK-JAWA BARAT,1
VE611752162022,TRAILER_CONTAINER20,SKB,2022-10-06,JABODETABEK-JAWA BARAT,1
VE609131502022,TRAILER_CONTAINER20,PTL,2022-09-05,JABODETABEK-JAWA BARAT,0
VE609131512022,TRAILER_CONTAINER20,PTL,2022-09-05,JABODETABEK-JAWA BARAT,0
VE609131942022,TRAILER_CONTAINER20,PTL,2022-09-05,JABODETABEK-JAWA BARAT,0
VE609009702022,TRAILER_CONTAINER20,JI,2022-09-02,JABODETABEK-JAWA BARAT,0
VE611752102022,TRAILER_CONTAINER40,SKB,2022-10-06,JABODETABEK-JAWA BARAT,1
VE611752092022,TRAILER_CONTAINER20,SKB,2022-10-06,JABODETABEK-JAWA BARAT,1
VE611752082022,TRAILER_CONTAINER20,SKB,2022-10-06,JABODETABEK-JAWA BARAT,1
VE609028542022,TRAILER_CONTAINER20,JI,2022-09-02,JABODETABEK-JAWA BARAT,0
VE607755812022,TRAILER_CONTAINER20,JI,2022-08-18,JABODETABEK-JAWA BARAT,0
VE609124702022,TRAILER_CONTAINER20,PTL,2022-09-05,JABODETABEK-JAWA BARAT,0
VE611355342022,TRAILER_CONTAINER20,PJM,2022-09-30,JABODETABEK-JAWA BARAT,0
VE609124782022,TRAILER_CONTAINER20,PTL,2022-09-05,JABODETABEK-JAWA BARAT,0
VE608799362022,TRAILER_CONTAINER20,JI,2022-08-31,JABODETABEK-JAWA BARAT,0
VE608799532022,TRAILER_CONTAINER40,PTL,2022-08-31,JABODETABEK-JAWA BARAT,0
VE609124692022,TRAILER_CONTAINER20,PTL,2022-09-05,JABODETABEK-JAWA BARAT,0
VE609628482022,TRAILER_CONTAINER20,SKB,2022-09-09,JABODETABEK-JAWA BARAT,3
VE612695122022,TRAILER_CONTAINER20,PJM,2022-10-19,JABODETABEK-JAWA BARAT,2
VE609628732022,TRAILER_CONTAINER40,SKB,2022-09-09,JABODETABEK-JAWA BARAT,3
VE609628772022,TRAILER_CONTAINER40,SKB,2022-09-09,JABODETABEK-JAWA BARAT,3
VE609530822022,TRAILER_CONTAINER20,KTN,2022-09-08,JABODETABEK-JAWA BARAT,7
VE610445542022,TRAILER_CONTAINER20,JI,2022-09-20,JABODETABEK-JAWA BARAT,0
VE610445702022,TRAILER_CONTAINER20,JI,2022-09-20,JABODETABEK-JAWA BARAT,0
VE612179632022,TRAILER_CONTAINER20,FTJ,2022-10-12,JABODETABEK-JAWA BARAT,5
VE610441012022,TRAILER_CONTAINER20,JI,2022-09-20,JABODETABEK-JAWA BARAT,0
VE609859222022,TRAILER_CONTAINER20,JI,2022-09-13,JABODETABEK-JAWA BARAT,2
VE611350402022,TRAILER_CONTAINER40,PJM,2022-09-30,JABODETABEK-JAWA BARAT,0
VE611056072022,TRAILER_CONTAINER20,JI,2022-09-27,JABODETABEK-JAWA BARAT,0
VE611360732022,TRAILER_CONTAINER20,SKB,2022-09-30,JABODETABEK-JAWA BARAT,0
VE610830142022,TRAILER_CONTAINER20,JI,2022-09-23,JABODETABEK-JAWA BARAT,0
VE610830442022,TRAILER_CONTAINER40,PJM,2022-09-23,JABODETABEK-JAWA BARAT,0
VE609534302022,TRAILER_CONTAINER20,FTJ,2022-09-08,JABODETABEK-JAWA BARAT,7
VE612073032022,TRAILER_CONTAINER20,PJM,2022-10-11,JABODETABEK-JAWA BARAT,3
VE612073082022,TRAILER_CONTAINER20,PJM,2022-10-11,JABODETABEK-JAWA BARAT,3
VE612073062022,TRAILER_CONTAINER20,PJM,2022-10-11,JABODETABEK-JAWA BARAT,3
VE612179652022,TRAILER_CONTAINER40,PJM,2022-10-12,JABODETABEK-JAWA BARAT,0
VE612179642022,TRAILER_CONTAINER40,PJM,2022-10-12,JABODETABEK-JAWA BARAT,0
VE612380762022,TRAILER_CONTAINER40,PJM,2022-10-14,JABODETABEK-JAWA BARAT,0
VE611360772022,TRAILER_CONTAINER20,SKB,2022-09-30,JABODETABEK-JAWA BARAT,0
VE612179722022,TRAILER_CONTAINER40,ACS,2022-10-12,JABODETABEK-JAWA BARAT,0
VE612179712022,TRAILER_CONTAINER20,ACS,2022-10-12,JABODETABEK-JAWA BARAT,0
VE612179702022,TRAILER_CONTAINER20,ACS,2022-10-12,JABODETABEK-JAWA BARAT,0
VE607481812022,TRAILER_CONTAINER20,JI,2022-08-16,JABODETABEK-JAWA BARAT,0
VE607524782022,TRAILER_CONTAINER20,KTN,2022-08-16,JABODETABEK-JAWA BARAT,1
VE607525832022,TRAILER_CONTAINER20,KTN,2022-08-16,JABODETABEK-JAWA BARAT,1
VE607971092022,TRAILER_CONTAINER40,PJM,2022-08-22,JABODETABEK-JAWA BARAT,0
VE609531612022,TRAILER_CONTAINER40,KTN,2022-09-08,JABODETABEK-JAWA BARAT,7
VE607205672022,TRAILER_CONTAINER20,ACS,2022-08-11,JABODETABEK-JAWA BARAT,0
VE609530942022,TRAILER_CONTAINER20,KTN,2022-09-08,JABODETABEK-JAWA BARAT,7
VE607131632022,TRAILER_CONTAINER40,SKB,2022-08-10,JABODETABEK-JAWA BARAT,0
VE609531572022,TRAILER_CONTAINER40,KTN,2022-09-08,JABODETABEK-JAWA BARAT,7
VE609531432022,TRAILER_CONTAINER40,KTN,2022-09-08,JABODETABEK-JAWA BARAT,7
VE606653572022,TRAILER_CONTAINER20,KTN,2022-08-04,JABODETABEK-JAWA BARAT,5
VE609532082022,TRAILER_CONTAINER40,SKB,2022-09-08,JABODETABEK-JAWA BARAT,0
VE607515962022,TRAILER_CONTAINER20,KTN,2022-08-16,JABODETABEK-JAWA BARAT,0
VE611360792022,TRAILER_CONTAINER20,SKB,2022-09-30,JABODETABEK-JAWA BARAT,0
VE607481892022,TRAILER_CONTAINER40,ACS,2022-08-16,JABODETABEK-JAWA BARAT,0
VE606654512022,TRAILER_CONTAINER20,KTN,2022-08-04,JABODETABEK-JAWA BARAT,5
VE606654492022,TRAILER_CONTAINER20,KTN,2022-08-04,JABODETABEK-JAWA BARAT,5
VE606654292022,TRAILER_CONTAINER20,KTN,2022-08-04,JABODETABEK-JAWA BARAT,5
VE606654212022,TRAILER_CONTAINER20,KTN,2022-08-04,JABODETABEK-JAWA BARAT,5
VE606653982022,TRAILER_CONTAINER20,KTN,2022-08-04,JABODETABEK-JAWA BARAT,5
VE606653792022,TRAILER_CONTAINER20,KTN,2022-08-04,JABODETABEK-JAWA BARAT,5
VE608810622022,TRAILER_CONTAINER20,SKB,2022-08-31,JABODETABEK-JAWA BARAT,0
VE608799552022,TRAILER_CONTAINER40,PTL,2022-08-31,JABODETABEK-JAWA BARAT,0
VE607124702022,TRAILER_CONTAINER40,SKB,2022-08-10,JABODETABEK-JAWA BARAT,0
VE608222682022,TRAILER_CONTAINER40,PJM,2022-08-24,JABODETABEK-JAWA BARAT,0
VE608222672022,TRAILER_CONTAINER40,PJM,2022-08-24,JABODETABEK-JAWA BARAT,0
VE607124742022,TRAILER_CONTAINER40,SKB,2022-08-10,JABODETABEK-JAWA BARAT,0
VE608222662022,TRAILER_CONTAINER40,PJM,2022-08-24,JABODETABEK-JAWA BARAT,0
VE607123992022,TRAILER_CONTAINER40,SKB,2022-08-10,JABODETABEK-JAWA BARAT,0
VE609124862022,TRAILER_CONTAINER20,PTL,2022-09-05,JABODETABEK-JAWA BARAT,0
VE608115122022,TRAILER_CONTAINER20,SKB,2022-08-23,JABODETABEK-JAWA BARAT,0
VE608222882022,TRAILER_CONTAINER20,FTJ,2022-08-24,JABODETABEK-JAWA BARAT,0
VE608077842022,TRAILER_CONTAINER20,FTJ,2022-08-23,JABODETABEK-JAWA BARAT,0
VE607856632022,TRAILER_CONTAINER20,KTN,2022-08-19,JABODETABEK-JAWA BARAT,0
VE610007052022,TRAILER_CONTAINER20,PTL,2022-09-14,JABODETABEK-JAWA BARAT,1
