OrdNo,equipment_description,Carrier_Name,Created_Date,Route,LTDeliv
VE596469192022,TRAILER_CONTAINER20,SKB,2022-04-06,JABODETABEK-JAWA BARAT,0
VE601852072022,TRAILER_CONTAINER20,JI,2022-06-09,JABODETABEK-JAWA BARAT,0
VE601854412022,TRAILER_CONTAINER20,PJM,2022-06-09,JABODETABEK-JAWA BARAT,0
VE601853112022,TRAILER_CONTAINER20,JI,2022-06-09,JABODETABEK-JAWA BARAT,0
VE601748542022,TRAILER_CONTAINER20,JMI,2022-06-08,JABODETABEK-JAWA BARAT,0
VE601853612022,TRAILER_CONTAINER20,JI,2022-06-09,JABODETABEK-JAWA BARAT,0
VE589523322022,TRAILER_CONTAINER20,FTJ,2022-01-19,JABODETABEK-JABODETABEK,0
VE593718452022,TRAILER_CONTAINER20,KTN,2022-03-08,JABODETABEK-JABODETABEK,0
VE594266492022,TRAILER_CONTAINER20,SKB,2022-03-14,JABODETABEK-JABODETABEK,0
VE591738752022,TRAILER_CONTAINER20,SKB,2022-02-14,JABODETABEK-JABODETABEK,0
VE591738722022,TRAILER_CONTAINER20,SKB,2022-02-14,JABODETABEK-JABODETABEK,0
VE591730012022,TRAILER_CONTAINER20,SKB,2022-02-14,JABODETABEK-JABODETABEK,0
VE591730072022,TRAILER_CONTAINER20,SKB,2022-02-14,JABODETABEK-JABODETABEK,0
VE591834402022,TRAILER_CONTAINER20,SKB,2022-02-15,JABODETABEK-JABODETABEK,0
VE591834282022,TRAILER_CONTAINER20,SKB,2022-02-15,JABODETABEK-JABODETABEK,0
VE591834342022,TRAILER_CONTAINER20,SKB,2022-02-15,JABODETABEK-JABODETABEK,0
VE594266322022,TRAILER_CONTAINER20,SKB,2022-03-14,JABODETABEK-JABODETABEK,0
VE597579152022,TRAILER_CONTAINER20,SKB,2022-04-20,JABODETABEK-JABODETABEK,0
VE597579072022,TRAILER_CONTAINER20,KTN,2022-04-20,JABODETABEK-JABODETABEK,0
VE601854012022,TRAILER_CONTAINER20,JI,2022-06-09,JABODETABEK-JABODETABEK,0
VE601853972022,TRAILER_CONTAINER20,JI,2022-06-09,JABODETABEK-JABODETABEK,0
VE601854152022,TRAILER_CONTAINER20,ACS,2022-06-09,JABODETABEK-JABODETABEK,0
VE601847122022,TRAILER_CONTAINER20,JI,2022-06-09,JABODETABEK-JABODETABEK,0
VE593710372022,TRAILER_CONTAINER20,KTN,2022-03-08,JABODETABEK-JABODETABEK,0
VE593731642022,TRAILER_CONTAINER20,ACS,2022-03-08,JABODETABEK-JABODETABEK,0
VE588916072022,TRAILER_CONTAINER20,SKB,2022-01-12,JABODETABEK-JABODETABEK,0
VE597565362022,TRAILER_CONTAINER20,JI,2022-04-20,JABODETABEK-JABODETABEK,0
VE597579182022,TRAILER_CONTAINER20,KTN,2022-04-20,JABODETABEK-JABODETABEK,0
VE597579002022,TRAILER_CONTAINER20,SKB,2022-04-20,JABODETABEK-JABODETABEK,0
VE601847172022,TRAILER_CONTAINER20,JI,2022-06-09,JABODETABEK-JABODETABEK,0
VE597579312022,TRAILER_CONTAINER20,SKB,2022-04-20,JABODETABEK-JABODETABEK,0
VE603596952022,TRAILER_CONTAINER20,FTJ,2022-06-29,JABODETABEK-JABODETABEK,9
VE589522202022,TRAILER_CONTAINER20,JI,2022-01-19,JABODETABEK-JABODETABEK,0
VE588435692022,TRAILER_CONTAINER20,JI,2022-01-06,JABODETABEK-JABODETABEK,0
VE590292542022,TRAILER_CONTAINER20,SKB,2022-01-27,JABODETABEK-JABODETABEK,0
